budget,revenue,runtime,vote_average,vote_count,popularity,genres,release_date,release_year,main_genre,roi,profit,hit,log_revenue
60000000.0,35431113.0,103.0,5.4,224.0,7.337906,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1995-11-21,1995.0,Action,0.59051855,-24568887.0,0,17.38310091862791
30250000.0,115101622.0,105.0,6.4,305.0,12.669608,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1995-10-20,1995.0,Comedy,3.805012297520661,84851622.0,1,18.561325974374626
50000000.0,30303072.0,132.0,6.0,394.0,11.065939,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1995-10-06,1995.0,Action,0.60606144,-19696928.0,0,17.22675968447894
3600000.0,49800000.0,112.0,7.1,365.0,10.332025,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-10-27,1995.0,Drama,13.833333333333334,46200000.0,1,17.723525562075203
12000000.0,27400000.0,100.0,6.6,91.0,8.681325,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1995-10-20,1995.0,Comedy,2.283333333333333,15400000.0,1,17.126053607854647
18000000.0,1738611.0,108.0,7.6,308.0,9.822423,"[{'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",1995-05-16,1995.0,Fantasy,0.0965895,-16261389.0,0,14.368597651708424
29500000.0,168840000.0,129.0,7.4,2470.0,12.297305,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",1995-12-29,1995.0,Science Fiction,5.7233898305084745,139340000.0,1,18.94446208480134
30000000.0,254134910.0,89.0,6.0,756.0,14.404764,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1995-07-18,1995.0,Fantasy,8.471163666666667,224134910.0,1,19.35337582964417
11000000.0,39363635.0,122.0,7.3,350.0,6.891317,"[{'id': 18, 'name': 'Drama'}]",1995-12-29,1995.0,Drama,3.5785122727272727,28363635.0,1,17.488353003930516
18000000.0,122195920.0,101.0,5.4,452.0,10.870138,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",1995-08-18,1995.0,Action,6.788662222222222,104195920.0,1,18.621136224439255
20000000.0,21284514.0,106.0,6.7,177.0,10.448481,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",1995-05-20,1995.0,Fantasy,1.0642257,1284514.0,0,16.873490370985255
10000000.0,23574130.0,116.0,6.5,38.0,4.485958,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-10-06,1995.0,Drama,2.357413,13574130.0,1,16.975660524722755
33000000.0,327311859.0,127.0,8.1,5915.0,18.45743,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1995-09-22,1995.0,Crime,9.918541181818181,294311859.0,1,19.606423974684137
55000000.0,346079773.0,81.0,6.7,1509.0,13.280069,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1995-06-14,1995.0,Adventure,6.292359509090909,291079773.0,1,19.66217986714061
6000000.0,23341568.0,106.0,8.1,3334.0,16.302466,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1995-07-19,1995.0,Drama,3.890261333333333,17341568.0,1,16.96574640621366
15000000.0,6700000.0,95.0,6.7,145.0,15.899134,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1995-09-13,1995.0,Comedy,0.44666666666666666,-8300000.0,0,15.717618233614914
3500000.0,28215918.0,91.0,7.0,513.0,14.56965,"[{'id': 35, 'name': 'Comedy'}]",1995-04-26,1995.0,Comedy,8.061690857142857,24715918.0,1,17.155396880182252
19000000.0,25836616.0,108.0,6.9,1644.0,15.339153,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1996-01-19,1996.0,Horror,1.3598218947368421,6836616.0,0,17.067303307255134
50000000.0,11534477.0,91.0,4.1,54.0,5.912223,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",1995-11-03,1995.0,Action,0.23068954,-38465523.0,0,16.260851194989943
15000000.0,2042530.0,90.0,3.9,16.0,2.936443,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1996-01-26,1996.0,Comedy,0.13616866666666666,-12957470.0,0,14.529700283079698
20000000.0,5781885.0,108.0,6.1,154.0,12.758848,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1995-09-08,1995.0,Horror,0.28909425,-14218115.0,0,15.570240485002937
8000000.0,529766.0,116.0,6.7,87.0,4.486179,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",1995-12-01,1995.0,Drama,0.06622075,-7470234.0,0,13.18019256622443
38000000.0,10300000.0,129.0,6.3,86.0,9.568604,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",1996-02-02,1996.0,Action,0.2710526315789474,-27700000.0,0,16.14765455028724
8169363.0,8175346.0,90.0,6.1,190.0,6.848591,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1995-11-22,1995.0,Crime,1.000732370443081,5983.0,0,15.916633720329946
47000000.0,12379402.0,104.0,5.7,77.0,12.866139,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",1996-02-23,1996.0,Drama,0.2633915319148936,-34620598.0,0,16.331544601117734
14000000.0,19800000.0,100.0,4.5,113.0,9.071127,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",1995-10-26,1995.0,Comedy,1.4142857142857144,5800000.0,0,16.801192546169812
50000000.0,150270147.0,108.0,5.7,459.0,14.957626,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1996-02-09,1996.0,Action,3.00540294,100270147.0,1,18.82794521889528
7000000.0,560069.0,91.0,6.8,285.0,6.904831,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1996-02-21,1996.0,Comedy,0.08000985714285715,-6439931.0,0,13.235817054899483
12000000.0,41205099.0,92.0,6.5,767.0,9.592265,"[{'id': 35, 'name': 'Comedy'}]",1996-02-16,1996.0,Comedy,3.43375825,29205099.0,1,17.534072593066618
24000000.0,182016617.0,135.0,7.3,397.0,5.951077,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-05-28,1995.0,Drama,7.584025708333333,158016617.0,1,19.019608548565085
72000000.0,210000000.0,177.0,7.7,3404.0,20.755149,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",1995-05-24,1995.0,Action,2.9166666666666665,138000000.0,1,19.162618093443648
1300000.0,28262574.0,114.0,8.1,2632.0,14.092713,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1976-02-07,1976.0,Crime,21.74044153846154,26962574.0,1,17.157049049257896
7500000.0,32392047.0,91.0,6.5,245.0,12.314278,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",1995-01-30,1995.0,Crime,4.3189396,24892047.0,1,17.293423518540404
25000000.0,6278139.0,113.0,5.1,7.0,1.522412,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1995-09-29,1995.0,Comedy,0.25112556,-18721861.0,0,15.652584316230964
40000000.0,70100000.0,117.0,5.4,139.0,6.506983,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1992-06-30,1992.0,Comedy,1.7525,30100000.0,0,18.065433366270153
7000000.0,14702438.0,92.0,6.3,66.0,5.579088,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1996-03-22,1996.0,Comedy,2.100348285714286,7702438.0,1,16.50352395635338
50000000.0,9851610.0,95.0,5.1,45.0,11.418917,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",1995-10-13,1995.0,Action,0.1970322,-40148390.0,0,16.10314555307438
31000000.0,185260553.0,117.0,6.7,303.0,6.49968,"[{'id': 35, 'name': 'Comedy'}]",1996-03-08,1996.0,Comedy,5.976146870967742,154260553.0,1,19.037273792177565
19000000.0,141407024.0,118.0,6.5,1729.0,9.262184,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1995-04-07,1995.0,Action,7.442474947368421,122407024.0,1,18.76715299194654
4000000.0,851545.0,113.0,6.0,11.0,0.922958,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1995-07-21,1995.0,Romance,0.21288625,-3148455.0,0,13.65480879993929
52000000.0,355237933.0,140.0,7.3,1637.0,18.761467,"[{'id': 18, 'name': 'Drama'}]",1995-06-30,1995.0,Drama,6.831498711538462,303237933.0,1,19.688298359551155
28000000.0,31596911.0,139.0,6.5,151.0,10.193549,"[{'id': 12, 'name': 'Adventure'}]",1995-04-13,1995.0,Adventure,1.1284611071428572,3596911.0,0,17.268569952263096
100000000.0,336529144.0,121.0,5.2,1529.0,13.321354,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",1995-06-16,1995.0,Action,3.36529144,236529144.0,1,19.63419531548269
2000000.0,1275000.0,83.0,6.8,28.0,11.528147,"[{'id': 35, 'name': 'Comedy'}]",1995-09-15,1995.0,Comedy,0.6375,-725000.0,0,14.058457520888082
11000000.0,178104.0,91.0,5.9,57.0,5.391556,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",1995-06-08,1995.0,Action,0.016191272727272728,-10821896.0,0,12.090128542999349
50000000.0,287928194.0,100.0,6.0,1045.0,12.812539,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1995-05-26,1995.0,Fantasy,5.75856388,237928194.0,1,19.478221684097427
25000000.0,13071518.0,128.0,6.8,69.0,4.558992,"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1995-09-15,1995.0,Mystery,0.52286072,-11928482.0,0,16.385946299199293
50000000.0,152022101.0,109.0,5.0,214.0,7.260574,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1995-06-09,1995.0,Action,3.04044202,102022101.0,1,18.839536476134583
53000000.0,157387195.0,116.0,7.0,508.0,8.657365,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",1995-05-12,1995.0,Action,2.969569716981132,104387195.0,1,18.874219543751828
7000000.0,25405445.0,104.0,6.8,898.0,6.950458,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",1995-08-25,1995.0,Thriller,3.6293492857142855,18405445.0,1,17.050474118455163
27000000.0,16140822.0,102.0,6.3,88.0,4.646132,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1995-09-15,1995.0,Drama,0.5978082222222222,-10859178.0,0,16.59686221083196
90000000.0,366101666.0,128.0,6.9,2094.0,15.138855,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1995-05-19,1995.0,Action,4.067796288888889,276101666.0,1,19.71842163148081
55000000.0,127600435.0,134.0,5.9,319.0,15.178338,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-07-07,1995.0,Action,2.320007909090909,72600435.0,1,18.664414345797027
20000000.0,7563728.0,107.0,6.2,406.0,14.810519,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",1995-09-14,1995.0,Action,0.3781864,-12436272.0,0,15.838874880514219
25000000.0,19075720.0,97.0,5.5,380.0,11.715868,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1995-05-26,1995.0,Adventure,0.7630288,-5924280.0,0,16.7639269325856
90000000.0,113493481.0,96.0,5.4,643.0,8.184815,"[{'id': 878, 'name': 'Science Fiction'}]",1995-06-30,1995.0,Science Fiction,1.2610386777777778,23493481.0,0,18.547255965923945
1500000.0,7412216.0,91.0,6.8,280.0,4.877872,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",1995-07-28,1995.0,Drama,4.941477333333333,5912216.0,1,15.818640142807183
500000.0,1148752.0,89.0,7.2,64.0,10.058329,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1995-01-20,1995.0,Drama,2.297504,648752.0,1,13.9541875641829
6000000.0,2122561.0,94.0,6.8,400.0,8.25547,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",1995-10-20,1995.0,Romance,0.35376016666666665,-3877439.0,0,14.56813440757729
15000000.0,66000000.0,92.0,5.2,153.0,7.024227,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1995-06-30,1995.0,Action,4.4,51000000.0,1,18.005165315142214
2.0,1.0,95.0,6.4,36.0,2.466066,"[{'id': 53, 'name': 'Thriller'}, {'id': 10769, 'name': 'Foreign'}]",1995-09-28,1995.0,Thriller,0.5,-1.0,0,0.6931471805599453
22000000.0,110627965.0,114.0,5.6,359.0,13.304342,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",1995-07-28,1995.0,Crime,5.028543863636363,88627965.0,1,18.521683472232386
150000.0,472370.0,94.0,5.8,14.0,1.165039,"[{'id': 35, 'name': 'Comedy'}]",1995-06-09,1995.0,Comedy,3.1491333333333333,322370.0,1,13.0655199727673
8.0,16.0,98.0,6.4,139.0,10.187623,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1995-09-01,1995.0,Fantasy,2.0,8.0,1,2.833213344056216
50000000.0,10382407.0,135.0,5.5,111.0,6.752119,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",1995-10-13,1995.0,Drama,0.20764814,-39617593.0,0,16.155623393383497
45000000.0,20350754.0,128.0,4.9,261.0,17.502375,"[{'id': 18, 'name': 'Drama'}]",1995-09-22,1995.0,Drama,0.4522389777777778,-24649246.0,0,16.828628569901763
7000000.0,8349430.0,112.0,7.2,115.0,5.552946,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1995-06-09,1995.0,Comedy,1.1927757142857143,1349430.0,0,15.937703950792574
35000000.0,113374103.0,108.0,5.5,457.0,13.492845,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",1995-07-07,1995.0,Science Fiction,3.2392600857142857,78374103.0,1,18.5462035633915
42000000.0,7959291.0,145.0,6.8,334.0,11.223055,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1995-10-13,1995.0,Crime,0.18950692857142856,-34040709.0,0,15.889850609141131
14000000.0,5780000.0,99.0,4.6,9.0,1.820419,"[{'id': 53, 'name': 'Thriller'}]",1995-09-08,1995.0,Thriller,0.41285714285714287,-8220000.0,0,15.569914413658926
60000000.0,104324083.0,100.0,5.6,217.0,7.490247,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1995-07-13,1995.0,Action,1.7387347166666667,44324083.0,0,18.46301280414933
20000000.0,50012507.0,103.0,6.5,168.0,9.715639,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-08-11,1995.0,Drama,2.50062535,30012507.0,1,17.727783692107625
175000000.0,264218220.0,135.0,5.9,1017.0,16.885184,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",1995-07-28,1995.0,Adventure,1.5098184,89218220.0,0,19.392285914366305
2800000.0,2616503.0,135.0,6.7,35.0,2.486073,"[{'id': 18, 'name': 'Drama'}]",1994-05-01,1994.0,Drama,0.9344653571428572,-183497.0,0,14.777349633553024
2500000.0,5535405.0,105.0,7.7,984.0,11.304979,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-01-27,1995.0,Drama,2.214162,3035405.0,1,15.526675472834972
10000000.0,26488734.0,89.0,6.2,464.0,6.638116,"[{'id': 35, 'name': 'Comedy'}]",1995-02-10,1995.0,Comedy,2.6488734,16488734.0,1,17.092230106238617
21000000.0,23450000.0,115.0,6.3,48.0,3.030309,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1995-02-03,1995.0,Comedy,1.1166666666666667,2450000.0,0,16.970381095500485
27000.0,3151130.0,92.0,7.4,769.0,10.513367,"[{'id': 35, 'name': 'Comedy'}]",1994-09-13,1994.0,Comedy,116.70851851851852,3124130.0,1,14.963271993978692
25000000.0,22200000.0,97.0,6.3,184.0,7.438934,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1994-10-01,1994.0,Romance,0.888,-2800000.0,0,16.915602891887552
55000000.0,214015089.0,123.0,5.9,217.0,11.812244,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",1994-12-09,1994.0,Drama,3.891183436363636,159015089.0,1,19.181557084518822
16000000.0,247275374.0,107.0,6.5,1894.0,9.844558,"[{'id': 35, 'name': 'Comedy'}]",1994-12-16,1994.0,Comedy,15.454710875,231275374.0,1,19.32601315211921
18000000.0,5887457.0,127.0,7.3,639.0,11.720358,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1994-09-27,1994.0,Comedy,0.32708094444444447,-12112543.0,0,15.588334883523403
15000000.0,12201255.0,103.0,5.0,24.0,8.182165,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1995-03-03,1995.0,Drama,0.813417,-2798745.0,0,16.317049455224087
700000.0,7830611.0,171.0,7.7,91.0,9.47666,"[{'id': 99, 'name': 'Documentary'}]",1994-09-12,1994.0,Documentary,11.186587142857142,7130611.0,1,15.87355122583212
5000000.0,3049135.0,99.0,6.9,299.0,9.438042,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",1994-09-02,1994.0,Drama,0.609827,-1950865.0,0,14.930368829764083
10500000.0,26325256.0,113.0,6.0,17.0,2.688562,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1995-01-06,1995.0,Comedy,2.507167238095238,15825256.0,1,17.086039378519754
60000000.0,223664608.0,123.0,7.2,1558.0,11.970205,"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",1994-11-11,1994.0,Horror,3.7277434666666664,163664608.0,1,19.22565820652359
14000000.0,2474000.0,139.0,5.2,10.0,1.596058,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-03-31,1995.0,Drama,0.1767142857142857,-11526000.0,0,14.721347236138207
60000000.0,37000000.0,109.0,4.7,381.0,6.710215,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",1994-11-22,1994.0,Comedy,0.6166666666666667,-23000000.0,0,17.426428497635523
11000000.0,775398007.0,121.0,8.1,6778.0,42.149697,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1977-05-25,1977.0,Adventure,70.49072790909091,764398007.0,1,20.468887014201155
2000000.0,21665468.0,105.0,6.6,70.0,4.126083,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1992-04-16,1992.0,Drama,10.832734,19665468.0,1,16.891230260740898
30000000.0,160638883.0,133.0,7.2,636.0,12.199047,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",1994-12-16,1994.0,Adventure,5.354629433333334,130638883.0,1,18.894669447232353
17000000.0,7603766.0,106.0,6.4,28.0,7.698526,"[{'id': 18, 'name': 'Drama'}]",1995-03-17,1995.0,Drama,0.44728035294117646,-9396234.0,0,15.844154340353498
45000000.0,112006296.0,123.0,6.1,272.0,14.287753,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",1994-11-04,1994.0,Drama,2.4890288,67006296.0,1,18.53406565089319
6.0,5.0,95.0,5.6,7.0,1.137266,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1995-01-27,1995.0,Comedy,0.8333333333333334,-1.0,0,1.791759469228055
31000000.0,106683817.0,112.0,6.1,128.0,5.930957,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1994-12-23,1994.0,Drama,3.4414134516129034,75683817.0,1,18.485380045914006
34000000.0,50282766.0,119.0,6.9,927.0,11.226856,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",1994-08-25,1994.0,Crime,1.4789048823529412,16282766.0,0,17.733172971993923
50000000.0,189859560.0,127.0,6.4,522.0,13.676444,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1995-03-10,1995.0,Action,3.7971912,139859560.0,1,19.061795204185188
16000000.0,45284974.0,110.0,8.2,4293.0,20.477329,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1994-09-14,1994.0,Thriller,2.830310875,29284974.0,1,17.628485857731853
